ID,age,has_spouse,spouse_ID,gross_salary,has_student_loan,student_loan_amount,has_general_loan,general_loan_amount,has_alimony,alimony_amount
39,45,TRUE,39,184496,FALSE,0,FALSE,0,TRUE,1759.85575
40,73,FALSE,40,27101,FALSE,0,TRUE,8910,FALSE,0
41,52,FALSE,41,58534,FALSE,0,TRUE,3474,FALSE,0
42,23,TRUE,42,166889,TRUE,1200,FALSE,0,FALSE,0
43,66,FALSE,43,127900,FALSE,0,TRUE,856,FALSE,0
44,85,TRUE,44,159289,FALSE,0,TRUE,6799,FALSE,0
45,58,FALSE,45,48363,FALSE,0,FALSE,0,FALSE,0
46,77,FALSE,46,161371,TRUE,1754,FALSE,0,FALSE,0
47,69,FALSE,47,163712,FALSE,0,FALSE,0,FALSE,0
48,64,TRUE,48,54044,FALSE,0,FALSE,0,FALSE,0
49,54,TRUE,49,133169,FALSE,0,FALSE,0,TRUE,1379.529727
50,76,TRUE,50,147480,TRUE,44604,TRUE,3784,FALSE,0
51,68,FALSE,51,120185,FALSE,0,TRUE,6950,FALSE,0
52,54,FALSE,52,142354,FALSE,0,FALSE,0,FALSE,0
53,18,TRUE,53,27527,TRUE,21720,FALSE,0,FALSE,0
54,34,FALSE,54,99758,TRUE,31247,TRUE,6620,FALSE,0
55,68,FALSE,55,125018,FALSE,0,FALSE,0,FALSE,0
56,43,TRUE,56,88497,TRUE,40298,FALSE,0,FALSE,0
57,44,TRUE,57,189333,TRUE,59613,TRUE,4169,FALSE,0
58,76,TRUE,58,108575,FALSE,0,FALSE,0,FALSE,0
59,54,FALSE,59,194464,FALSE,0,FALSE,0,FALSE,0
60,58,FALSE,60,171173,TRUE,65442,TRUE,348,FALSE,0
61,58,TRUE,61,116812,FALSE,0,FALSE,0,TRUE,1743.773817
62,79,FALSE,62,42706,TRUE,14667,TRUE,9702,FALSE,0
63,71,FALSE,63,197611,TRUE,4961,FALSE,0,FALSE,0
64,56,TRUE,64,34697,FALSE,0,TRUE,6863,FALSE,0
65,62,FALSE,65,37042,TRUE,36202,TRUE,4911,FALSE,0
66,80,FALSE,66,120174,TRUE,33369,TRUE,3417,FALSE,0
67,32,TRUE,67,174375,TRUE,37382,FALSE,0,FALSE,0
68,23,FALSE,68,76772,FALSE,0,TRUE,7289,FALSE,0
69,23,TRUE,69,125193,TRUE,1558,FALSE,0,FALSE,0
70,73,FALSE,70,126403,FALSE,0,TRUE,8884,FALSE,0
71,63,FALSE,71,167254,TRUE,50962,TRUE,4408,FALSE,0
72,48,TRUE,72,113221,TRUE,12042,FALSE,0,FALSE,0
73,21,TRUE,73,164930,FALSE,0,TRUE,9291,FALSE,0
74,32,TRUE,74,44853,TRUE,56408,FALSE,0,FALSE,0
75,80,TRUE,75,143457,TRUE,17146,TRUE,6696,TRUE,2265.271773
76,25,TRUE,76,86159,FALSE,0,TRUE,1895,FALSE,0
77,45,FALSE,77,67978,TRUE,52307,FALSE,0,FALSE,0
78,39,TRUE,78,175593,FALSE,0,TRUE,7627,TRUE,2568.120839
79,36,FALSE,79,196328,TRUE,31926,FALSE,0,TRUE,2694.11363
80,57,FALSE,80,167119,TRUE,69068,FALSE,0,FALSE,0
81,40,FALSE,81,95751,TRUE,6582,TRUE,3,FALSE,0
82,51,TRUE,82,118796,FALSE,0,FALSE,0,FALSE,0
83,48,TRUE,83,23999,FALSE,0,FALSE,0,FALSE,0
84,25,FALSE,84,28656,TRUE,39207,FALSE,0,TRUE,169.2919818
85,25,FALSE,85,65783,FALSE,0,TRUE,2236,FALSE,0
86,26,FALSE,86,36564,TRUE,44706,TRUE,9099,TRUE,696.2673935
87,84,FALSE,87,142896,TRUE,32525,TRUE,9847,FALSE,0
88,58,TRUE,88,195218,TRUE,13472,TRUE,3931,FALSE,0
89,64,TRUE,89,195048,TRUE,42332,TRUE,2015,FALSE,0
90,74,FALSE,90,197671,FALSE,0,TRUE,4680,FALSE,0
91,57,TRUE,91,76401,FALSE,0,TRUE,8535,FALSE,0
92,74,TRUE,92,135078,FALSE,0,TRUE,7885,FALSE,0
93,31,FALSE,93,184614,FALSE,0,FALSE,0,FALSE,0
94,41,FALSE,94,111475,TRUE,18376,TRUE,2138,FALSE,0
95,61,FALSE,95,89622,TRUE,32209,TRUE,9056,FALSE,0
96,28,FALSE,96,121063,TRUE,49106,TRUE,7321,FALSE,0
97,79,FALSE,97,85636,TRUE,38338,TRUE,2284,FALSE,0
98,32,FALSE,98,145444,TRUE,66966,TRUE,7687,FALSE,0
99,74,FALSE,99,193301,FALSE,0,FALSE,0,FALSE,0
100,83,TRUE,100,56045,TRUE,16272,FALSE,0,TRUE,1046.339772
101,32,FALSE,101,66940,TRUE,41515,TRUE,7766,FALSE,0
102,73,FALSE,102,151639,TRUE,46789,FALSE,0,FALSE,0
103,27,FALSE,103,104699,FALSE,0,FALSE,0,FALSE,0
104,40,FALSE,104,131302,TRUE,47638,TRUE,2981,TRUE,774.7078322
105,41,TRUE,105,102773,FALSE,0,TRUE,1314,FALSE,0
106,18,TRUE,106,75526,FALSE,0,TRUE,9288,FALSE,0
107,68,TRUE,107,88041,TRUE,67137,TRUE,4705,FALSE,0
108,25,FALSE,108,99072,FALSE,0,TRUE,6500,FALSE,0
109,50,TRUE,109,144850,TRUE,40530,FALSE,0,TRUE,834.3852137
110,71,FALSE,110,51404,TRUE,34826,FALSE,0,FALSE,0
111,31,FALSE,111,162353,FALSE,0,TRUE,5172,FALSE,0
112,21,FALSE,112,104246,FALSE,0,FALSE,0,FALSE,0
113,24,TRUE,113,199263,TRUE,43486,FALSE,0,FALSE,0
114,60,FALSE,114,176804,TRUE,55950,FALSE,0,FALSE,0
115,59,TRUE,115,182551,TRUE,12834,FALSE,0,TRUE,2521.958886
116,70,FALSE,116,187084,TRUE,69903,FALSE,0,FALSE,0
117,76,FALSE,117,66482,FALSE,0,TRUE,4018,FALSE,0
118,36,FALSE,118,166307,FALSE,0,FALSE,0,FALSE,0
119,32,TRUE,119,195783,TRUE,69906,FALSE,0,FALSE,0
120,80,TRUE,120,119502,TRUE,12288,FALSE,0,FALSE,0
121,66,TRUE,121,125690,TRUE,42702,TRUE,8720,FALSE,0
122,28,FALSE,122,33170,TRUE,9028,TRUE,831,FALSE,0
123,33,TRUE,123,117538,TRUE,10754,TRUE,5001,FALSE,0
124,79,FALSE,124,32122,FALSE,0,FALSE,0,FALSE,0
125,47,TRUE,125,40164,FALSE,0,TRUE,8833,TRUE,848.4829063
126,55,FALSE,126,56697,TRUE,27065,TRUE,9672,FALSE,0
127,21,TRUE,127,137304,FALSE,0,TRUE,6202,FALSE,0
128,76,FALSE,128,137664,TRUE,49467,FALSE,0,FALSE,0
129,43,FALSE,129,44446,FALSE,0,FALSE,0,FALSE,0
130,30,FALSE,130,95607,TRUE,44246,FALSE,0,FALSE,0
131,46,FALSE,131,112083,FALSE,0,TRUE,4850,FALSE,0
132,31,FALSE,132,133903,TRUE,48898,FALSE,0,TRUE,2936.046205
133,62,FALSE,133,92158,FALSE,0,TRUE,9190,FALSE,0
134,53,TRUE,134,150634,TRUE,6101,TRUE,9064,FALSE,0
135,37,TRUE,135,138632,TRUE,67198,TRUE,2606,FALSE,0
136,61,TRUE,136,192520,TRUE,57159,FALSE,0,FALSE,0
137,73,TRUE,137,192527,TRUE,38783,FALSE,0,FALSE,0
138,56,FALSE,138,185070,FALSE,0,FALSE,0,TRUE,3572.612994
139,66,FALSE,139,53690,TRUE,45523,FALSE,0,FALSE,0
140,24,TRUE,140,187678,TRUE,2934,TRUE,8575,FALSE,0
141,43,TRUE,141,20631,FALSE,0,TRUE,5142,FALSE,0
142,35,FALSE,142,165815,TRUE,19520,TRUE,5265,FALSE,0
143,79,TRUE,143,136004,FALSE,0,FALSE,0,FALSE,0
144,54,TRUE,144,137799,FALSE,0,FALSE,0,FALSE,0
145,44,FALSE,145,159990,FALSE,0,FALSE,0,FALSE,0
146,33,TRUE,146,36711,FALSE,0,TRUE,5433,FALSE,0
147,29,FALSE,147,115354,TRUE,51249,FALSE,0,FALSE,0
148,66,TRUE,148,56138,TRUE,1349,FALSE,0,FALSE,0
149,57,TRUE,149,160242,TRUE,24228,TRUE,6023,FALSE,0
150,30,TRUE,150,98927,TRUE,5615,TRUE,1205,FALSE,0
151,53,FALSE,151,25663,TRUE,26056,FALSE,0,FALSE,0
152,38,TRUE,152,155604,TRUE,3192,TRUE,7235,TRUE,2105.754106
153,18,FALSE,153,134600,FALSE,0,TRUE,5314,TRUE,1199.986944
154,49,FALSE,154,161494,FALSE,0,TRUE,9387,FALSE,0
155,40,FALSE,155,186550,TRUE,62693,TRUE,383,FALSE,0
156,32,TRUE,156,94041,FALSE,0,TRUE,205,FALSE,0
157,69,TRUE,157,83081,FALSE,0,TRUE,7658,FALSE,0
158,55,TRUE,158,97447,FALSE,0,FALSE,0,FALSE,0
159,45,TRUE,159,52653,TRUE,41298,FALSE,0,FALSE,0
160,35,FALSE,160,30571,TRUE,14009,FALSE,0,FALSE,0
161,20,TRUE,161,155510,FALSE,0,FALSE,0,TRUE,3568.959031
162,51,FALSE,162,117293,TRUE,62074,TRUE,3299,FALSE,0
163,81,TRUE,163,183814,FALSE,0,FALSE,0,FALSE,0
164,38,FALSE,164,147310,TRUE,52387,FALSE,0,FALSE,0
165,21,TRUE,165,101371,TRUE,4658,TRUE,6576,FALSE,0
166,56,TRUE,166,95899,TRUE,37720,TRUE,4944,FALSE,0
167,45,FALSE,167,96770,TRUE,21226,FALSE,0,FALSE,0
168,30,TRUE,168,30092,TRUE,48805,TRUE,1345,FALSE,0
169,85,FALSE,169,177491,FALSE,0,FALSE,0,FALSE,0
170,58,TRUE,170,177095,FALSE,0,TRUE,8370,FALSE,0
171,68,TRUE,171,136043,FALSE,0,FALSE,0,FALSE,0
172,20,TRUE,172,117396,TRUE,13172,FALSE,0,FALSE,0
173,78,TRUE,173,177506,FALSE,0,TRUE,4374,TRUE,3681.674189
174,56,TRUE,174,75203,FALSE,0,FALSE,0,FALSE,0
175,28,TRUE,175,128223,FALSE,0,TRUE,4693,FALSE,0
176,32,TRUE,176,187904,FALSE,0,FALSE,0,FALSE,0
177,71,FALSE,177,135186,TRUE,43369,FALSE,0,FALSE,0
178,35,TRUE,178,71345,FALSE,0,FALSE,0,FALSE,0
179,24,TRUE,179,86893,TRUE,45826,FALSE,0,FALSE,0
180,21,FALSE,180,160227,TRUE,58137,TRUE,2660,FALSE,0
181,75,FALSE,181,183904,TRUE,61794,TRUE,2241,FALSE,0
182,58,FALSE,182,87762,FALSE,0,TRUE,5772,TRUE,803.1025898
183,78,FALSE,183,74302,FALSE,0,TRUE,5594,FALSE,0
184,46,FALSE,184,98968,TRUE,15151,TRUE,4657,FALSE,0
185,61,TRUE,185,101526,FALSE,0,TRUE,9732,FALSE,0
186,54,TRUE,186,43711,TRUE,25604,FALSE,0,FALSE,0
187,31,FALSE,187,71422,TRUE,2603,FALSE,0,FALSE,0
188,79,TRUE,188,27030,FALSE,0,TRUE,1232,FALSE,0
189,71,TRUE,189,35419,TRUE,11027,TRUE,4692,FALSE,0
190,24,TRUE,190,81180,FALSE,0,FALSE,0,FALSE,0
191,62,FALSE,191,116074,FALSE,0,FALSE,0,FALSE,0
192,42,TRUE,192,98088,TRUE,16419,TRUE,2191,FALSE,0
193,56,TRUE,193,170660,FALSE,0,FALSE,0,TRUE,3664.35518
194,76,FALSE,194,101378,TRUE,9362,TRUE,741,FALSE,0
195,53,TRUE,195,85899,FALSE,0,FALSE,0,FALSE,0
196,47,TRUE,196,85719,FALSE,0,TRUE,3519,FALSE,0
197,62,FALSE,197,106021,TRUE,15049,TRUE,4108,FALSE,0
198,43,TRUE,198,28253,FALSE,0,FALSE,0,FALSE,0
199,74,TRUE,199,196516,FALSE,0,TRUE,4722,FALSE,0
200,53,TRUE,200,24986,TRUE,7669,FALSE,0,FALSE,0
201,28,FALSE,201,69394,FALSE,0,TRUE,9081,FALSE,0
202,52,TRUE,202,56709,FALSE,0,FALSE,0,FALSE,0
203,34,FALSE,203,58154,FALSE,0,TRUE,5596,FALSE,0
204,54,FALSE,204,148173,TRUE,7517,FALSE,0,FALSE,0
205,44,TRUE,205,136387,FALSE,0,FALSE,0,FALSE,0
206,33,FALSE,206,24044,FALSE,0,FALSE,0,FALSE,0
207,82,FALSE,207,194333,FALSE,0,FALSE,0,FALSE,0
208,23,TRUE,208,34122,TRUE,23303,TRUE,7609,FALSE,0
209,80,TRUE,209,182224,TRUE,16215,FALSE,0,FALSE,0
210,39,FALSE,210,29414,TRUE,52738,FALSE,0,FALSE,0
211,18,TRUE,211,144798,TRUE,26010,TRUE,1815,FALSE,0
212,21,FALSE,212,102893,FALSE,0,FALSE,0,TRUE,1202.247224
213,77,TRUE,213,162224,TRUE,40304,FALSE,0,FALSE,0
214,63,TRUE,214,93437,FALSE,0,TRUE,4905,FALSE,0
215,59,TRUE,215,160861,TRUE,42214,TRUE,1902,FALSE,0
216,22,FALSE,216,135151,FALSE,0,FALSE,0,FALSE,0
217,26,FALSE,217,25861,TRUE,3513,FALSE,0,TRUE,18.7282251
218,68,FALSE,218,108787,TRUE,11818,TRUE,5405,FALSE,0
219,27,TRUE,219,184188,TRUE,48315,TRUE,430,FALSE,0
220,37,TRUE,220,115762,TRUE,50338,TRUE,3705,TRUE,1794.015212
221,56,FALSE,221,95081,TRUE,66824,TRUE,6384,FALSE,0
222,61,FALSE,222,114323,FALSE,0,FALSE,0,FALSE,0
223,63,FALSE,223,38937,FALSE,0,TRUE,7847,FALSE,0
224,74,TRUE,224,186574,FALSE,0,TRUE,5145,TRUE,3979.352521
225,28,TRUE,225,40508,TRUE,50634,FALSE,0,FALSE,0
226,55,FALSE,226,193430,TRUE,33076,FALSE,0,FALSE,0
227,85,TRUE,227,183400,TRUE,18663,TRUE,3741,FALSE,0
228,21,TRUE,228,40763,TRUE,31351,FALSE,0,FALSE,0
229,29,TRUE,229,32149,FALSE,0,TRUE,7378,FALSE,0
230,71,FALSE,230,52692,TRUE,35020,FALSE,0,FALSE,0
231,35,TRUE,231,99870,FALSE,0,TRUE,3247,FALSE,0
232,53,FALSE,232,64357,TRUE,59743,FALSE,0,FALSE,0
233,30,FALSE,233,63405,FALSE,0,FALSE,0,TRUE,1009.269927
234,48,TRUE,234,47339,FALSE,0,TRUE,9509,FALSE,0
235,41,TRUE,235,170407,FALSE,0,FALSE,0,FALSE,0
236,41,FALSE,236,25508,TRUE,2683,TRUE,1120,FALSE,0
237,85,FALSE,237,146360,FALSE,0,TRUE,5826,FALSE,0
238,28,TRUE,238,41362,FALSE,0,FALSE,0,FALSE,0
239,59,TRUE,239,128689,FALSE,0,FALSE,0,FALSE,0
240,52,TRUE,240,189095,FALSE,0,TRUE,6687,FALSE,0
241,76,TRUE,241,21274,TRUE,49633,TRUE,980,FALSE,0
242,53,TRUE,242,47294,TRUE,66307,FALSE,0,FALSE,0
243,63,TRUE,243,95397,TRUE,46157,TRUE,9708,FALSE,0
244,33,TRUE,244,154272,FALSE,0,FALSE,0,FALSE,0
245,79,TRUE,245,107651,FALSE,0,FALSE,0,FALSE,0
246,42,TRUE,246,191155,FALSE,0,FALSE,0,FALSE,0
247,75,TRUE,247,193526,TRUE,28085,TRUE,3414,FALSE,0
248,19,TRUE,248,26692,TRUE,54844,FALSE,0,FALSE,0
249,25,TRUE,249,66367,TRUE,18674,TRUE,1634,FALSE,0
250,61,FALSE,250,42650,TRUE,61882,FALSE,0,FALSE,0
251,65,FALSE,251,172563,FALSE,0,FALSE,0,FALSE,0
252,23,TRUE,252,127822,TRUE,8947,TRUE,3366,TRUE,1460.991203
253,56,TRUE,253,89207,FALSE,0,TRUE,1170,FALSE,0
254,70,TRUE,254,35067,FALSE,0,TRUE,9689,FALSE,0
255,22,FALSE,255,45121,FALSE,0,TRUE,5512,FALSE,0
256,83,TRUE,256,23932,FALSE,0,FALSE,0,FALSE,0
257,50,TRUE,257,148105,TRUE,64274,TRUE,6782,FALSE,0
258,79,TRUE,258,60564,TRUE,40692,TRUE,2275,FALSE,0
259,53,FALSE,259,55686,TRUE,7722,FALSE,0,FALSE,0
260,21,FALSE,260,190929,FALSE,0,FALSE,0,FALSE,0
261,22,FALSE,261,80318,FALSE,0,TRUE,1187,FALSE,0
262,38,TRUE,262,83603,TRUE,60657,FALSE,0,FALSE,0
263,24,TRUE,263,78707,TRUE,28970,FALSE,0,FALSE,0
264,75,FALSE,264,151491,TRUE,13638,FALSE,0,FALSE,0
265,71,TRUE,265,64586,TRUE,1767,FALSE,0,FALSE,0
266,66,TRUE,266,109813,FALSE,0,FALSE,0,FALSE,0
267,19,TRUE,267,160809,TRUE,64538,TRUE,4375,TRUE,2390.331847
268,31,TRUE,268,89925,TRUE,24860,FALSE,0,FALSE,0
269,49,FALSE,269,146185,TRUE,32949,FALSE,0,FALSE,0
270,46,TRUE,270,55998,TRUE,45150,TRUE,9110,FALSE,0
271,23,FALSE,271,75481,FALSE,0,FALSE,0,FALSE,0
272,52,TRUE,272,120863,TRUE,29208,FALSE,0,TRUE,1093.428984
273,25,TRUE,273,115831,FALSE,0,TRUE,2833,FALSE,0
274,56,TRUE,274,162944,TRUE,2539,TRUE,6832,FALSE,0
275,53,FALSE,275,187301,FALSE,0,FALSE,0,FALSE,0
276,57,FALSE,276,125407,TRUE,29424,TRUE,2962,FALSE,0
277,62,TRUE,277,73113,FALSE,0,TRUE,6085,FALSE,0
278,66,FALSE,278,118156,FALSE,0,TRUE,1746,FALSE,0
279,42,FALSE,279,84484,FALSE,0,FALSE,0,FALSE,0
280,74,FALSE,280,189143,TRUE,63739,TRUE,5346,FALSE,0
281,34,FALSE,281,190765,FALSE,0,FALSE,0,FALSE,0
282,28,FALSE,282,54363,TRUE,30487,TRUE,2330,FALSE,0
283,59,TRUE,283,180636,FALSE,0,FALSE,0,FALSE,0
284,61,FALSE,284,186243,FALSE,0,TRUE,2284,TRUE,3079.16446
285,66,TRUE,285,35224,FALSE,0,TRUE,1367,FALSE,0
286,75,TRUE,286,161156,TRUE,21053,FALSE,0,FALSE,0
287,22,FALSE,287,185515,FALSE,0,TRUE,613,FALSE,0
288,41,TRUE,288,20989,TRUE,7493,TRUE,3837,FALSE,0
289,35,FALSE,289,150785,TRUE,49466,TRUE,9597,FALSE,0
290,18,TRUE,290,44530,FALSE,0,FALSE,0,FALSE,0
291,83,FALSE,291,66250,TRUE,3,TRUE,4975,FALSE,0
292,71,FALSE,292,191914,TRUE,26946,FALSE,0,FALSE,0
293,56,FALSE,293,69465,TRUE,51362,TRUE,5585,FALSE,0
294,83,TRUE,294,95041,TRUE,64869,FALSE,0,FALSE,0
295,57,TRUE,295,22782,TRUE,66702,TRUE,6108,FALSE,0
296,75,TRUE,296,133360,FALSE,0,TRUE,1724,FALSE,0
297,55,FALSE,297,57718,TRUE,38298,FALSE,0,FALSE,0
298,28,TRUE,298,101228,TRUE,54708,FALSE,0,TRUE,1036.232914
299,61,FALSE,299,58457,FALSE,0,FALSE,0,TRUE,184.2024734
300,30,FALSE,300,73836,FALSE,0,FALSE,0,TRUE,74.75837404
301,70,FALSE,301,143782,FALSE,0,TRUE,6705,FALSE,0
302,79,TRUE,302,115327,TRUE,10313,FALSE,0,FALSE,0
303,28,TRUE,303,135006,FALSE,0,FALSE,0,FALSE,0
304,69,TRUE,304,89128,TRUE,29308,FALSE,0,FALSE,0
305,60,FALSE,305,66029,FALSE,0,FALSE,0,FALSE,0
306,19,FALSE,306,97033,FALSE,0,TRUE,3250,FALSE,0
307,60,TRUE,307,158797,TRUE,57251,TRUE,8244,FALSE,0
308,70,TRUE,308,177816,FALSE,0,TRUE,7456,TRUE,943.9926201
309,49,TRUE,309,56030,FALSE,0,FALSE,0,FALSE,0
310,59,FALSE,310,104394,TRUE,49954,FALSE,0,FALSE,0
311,35,FALSE,311,78078,FALSE,0,FALSE,0,TRUE,535.8537407
312,78,TRUE,312,51492,TRUE,33533,TRUE,491,FALSE,0
313,33,TRUE,313,53435,TRUE,21141,FALSE,0,FALSE,0
314,71,TRUE,314,31753,FALSE,0,FALSE,0,FALSE,0
315,48,FALSE,315,66003,FALSE,0,FALSE,0,FALSE,0
316,26,FALSE,316,161629,TRUE,22476,TRUE,6515,FALSE,0
317,65,FALSE,317,162604,TRUE,8573,FALSE,0,FALSE,0
318,44,FALSE,318,146742,FALSE,0,FALSE,0,FALSE,0
319,82,TRUE,319,185096,FALSE,0,TRUE,845,FALSE,0
320,61,FALSE,320,192797,TRUE,22231,TRUE,1312,FALSE,0
321,26,FALSE,321,49792,FALSE,0,TRUE,6836,FALSE,0
322,52,FALSE,322,25222,FALSE,0,TRUE,313,FALSE,0
323,51,FALSE,323,179458,TRUE,43505,TRUE,789,FALSE,0
324,38,FALSE,324,134878,TRUE,14133,TRUE,187,FALSE,0
325,82,FALSE,325,103364,TRUE,4133,FALSE,0,FALSE,0
326,70,FALSE,326,148554,TRUE,44726,FALSE,0,FALSE,0
327,61,FALSE,327,182698,TRUE,67421,FALSE,0,FALSE,0
328,42,TRUE,328,118835,TRUE,39122,TRUE,7458,FALSE,0
329,23,TRUE,329,20630,TRUE,47092,TRUE,6927,FALSE,0
330,21,TRUE,330,126374,TRUE,59009,FALSE,0,FALSE,0
331,85,FALSE,331,76791,TRUE,29878,FALSE,0,TRUE,1415.103876
332,72,TRUE,332,173743,FALSE,0,FALSE,0,FALSE,0
333,20,FALSE,333,110207,FALSE,0,TRUE,1837,FALSE,0
334,57,TRUE,334,52090,TRUE,52166,TRUE,3874,FALSE,0
335,45,TRUE,335,97050,FALSE,0,TRUE,5100,FALSE,0
336,74,FALSE,336,44446,TRUE,29410,FALSE,0,FALSE,0
337,31,TRUE,337,23625,FALSE,0,FALSE,0,FALSE,0
338,25,TRUE,338,152540,TRUE,31714,TRUE,276,FALSE,0
339,77,TRUE,339,172093,TRUE,21493,FALSE,0,FALSE,0
340,41,FALSE,340,138967,FALSE,0,TRUE,8065,FALSE,0
341,41,FALSE,341,79573,TRUE,38131,FALSE,0,FALSE,0
342,30,TRUE,342,22380,TRUE,13845,FALSE,0,FALSE,0
343,34,FALSE,343,167242,FALSE,0,TRUE,5477,FALSE,0
344,80,TRUE,344,41704,FALSE,0,FALSE,0,TRUE,343.6182741
345,38,TRUE,345,46186,FALSE,0,TRUE,3857,FALSE,0
346,49,TRUE,346,157373,FALSE,0,FALSE,0,FALSE,0
347,38,FALSE,347,30770,FALSE,0,FALSE,0,FALSE,0
348,67,FALSE,348,169195,FALSE,0,FALSE,0,FALSE,0
349,32,FALSE,349,21749,TRUE,21654,FALSE,0,FALSE,0
350,73,FALSE,350,100406,FALSE,0,TRUE,5389,FALSE,0
351,66,FALSE,351,68928,TRUE,48998,FALSE,0,FALSE,0
352,51,FALSE,352,81680,TRUE,20528,TRUE,9353,FALSE,0
353,43,TRUE,353,81391,FALSE,0,FALSE,0,FALSE,0
354,18,TRUE,354,150580,TRUE,52758,TRUE,8222,FALSE,0
355,27,FALSE,355,96881,TRUE,36930,FALSE,0,FALSE,0
356,81,TRUE,356,29923,TRUE,61281,TRUE,131,FALSE,0
357,23,TRUE,357,76647,FALSE,0,TRUE,7366,FALSE,0
358,62,FALSE,358,154374,TRUE,4288,TRUE,5849,FALSE,0
359,73,TRUE,359,33318,FALSE,0,TRUE,8195,FALSE,0
360,51,FALSE,360,139975,TRUE,67156,FALSE,0,FALSE,0
361,79,FALSE,361,85804,TRUE,44524,FALSE,0,FALSE,0
362,69,TRUE,362,101702,TRUE,9434,FALSE,0,FALSE,0
363,18,FALSE,363,186763,FALSE,0,TRUE,1552,FALSE,0
364,66,TRUE,364,196778,FALSE,0,FALSE,0,FALSE,0
365,64,FALSE,365,110299,FALSE,0,FALSE,0,TRUE,2426.710293
366,20,FALSE,366,177918,FALSE,0,TRUE,6881,FALSE,0
367,30,TRUE,367,86045,FALSE,0,FALSE,0,FALSE,0
368,57,FALSE,368,22603,TRUE,29016,FALSE,0,FALSE,0
369,50,TRUE,369,179575,FALSE,0,FALSE,0,FALSE,0
370,44,TRUE,370,129493,TRUE,53914,TRUE,5058,FALSE,0
371,85,FALSE,371,111108,TRUE,26804,FALSE,0,FALSE,0
372,29,TRUE,372,67756,TRUE,15531,TRUE,7732,FALSE,0
373,33,TRUE,373,192854,TRUE,25628,FALSE,0,FALSE,0
374,19,TRUE,374,94589,FALSE,0,TRUE,3270,FALSE,0
375,80,FALSE,375,196411,TRUE,36160,TRUE,1023,FALSE,0
376,60,TRUE,376,166465,FALSE,0,FALSE,0,FALSE,0
377,84,FALSE,377,154243,FALSE,0,TRUE,7749,FALSE,0
378,21,FALSE,378,115190,TRUE,40677,TRUE,2039,FALSE,0
379,22,TRUE,379,166151,FALSE,0,FALSE,0,FALSE,0
380,19,TRUE,380,118247,TRUE,31969,FALSE,0,FALSE,0
